human	humanLabel
http://www.wikidata.org/entity/Q41031	Aurore Martin
http://www.wikidata.org/entity/Q41034	Julie Adams
http://www.wikidata.org/entity/Q41076	Mariah Carey
http://www.wikidata.org/entity/Q41142	Jane Fonda
http://www.wikidata.org/entity/Q41173	Demi Lovato
http://www.wikidata.org/entity/Q41261	Sonsoles Espinosa
http://www.wikidata.org/entity/Q41266	Ana Botella
http://www.wikidata.org/entity/Q41267	Soraya Sáenz de Santamaría
http://www.wikidata.org/entity/Q41333	Jacqueline Wong
http://www.wikidata.org/entity/Q41340	Katherine LaNasa
http://www.wikidata.org/entity/Q41342	Mary Tyler Moore
http://www.wikidata.org/entity/Q41351	Jodie Foster
http://www.wikidata.org/entity/Q41385	Dalita Avanessian
http://www.wikidata.org/entity/Q41457	Pauline Gower
http://www.wikidata.org/entity/Q41486	Helen Greiner
http://www.wikidata.org/entity/Q41495	Sarah Guppy
http://www.wikidata.org/entity/Q41510	Mandy Haberman
http://www.wikidata.org/entity/Q41528	Arlene Harris
http://www.wikidata.org/entity/Q41539	Caroline Haslett
http://www.wikidata.org/entity/Q41557	Ruth Hayward
http://www.wikidata.org/entity/Q41563	Julia Gillard
http://www.wikidata.org/entity/Q41565	Glaphira Sidorova
http://www.wikidata.org/entity/Q41566	Grace Raymond Hebard
http://www.wikidata.org/entity/Q41575	Susan J. Helms
http://www.wikidata.org/entity/Q41582	Beulah Louise Henry
http://www.wikidata.org/entity/Q41589	Beatrice Hicks
http://www.wikidata.org/entity/Q41594	Christina Aguilera
http://www.wikidata.org/entity/Q41597	Joan Higginbotham
http://www.wikidata.org/entity/Q41606	Kathryn P. Hire
http://www.wikidata.org/entity/Q41619	Verena Holmes
http://www.wikidata.org/entity/Q41624	Erna Schneider Hoover
http://www.wikidata.org/entity/Q41627	Ida Henrietta Hyde
http://www.wikidata.org/entity/Q41632	Marsha Ivins
http://www.wikidata.org/entity/Q41638	Mary Lou Jepsen
http://www.wikidata.org/entity/Q41651	Kristina M. Johnson
http://www.wikidata.org/entity/Q41656	Amanda Jones
http://www.wikidata.org/entity/Q41659	Zoe Porphyrogenita
http://www.wikidata.org/entity/Q41666	Theodora
http://www.wikidata.org/entity/Q41697	Hanni Wenzel
http://www.wikidata.org/entity/Q41715	Revalina Sayuthi Temat
http://www.wikidata.org/entity/Q41755	Eldbjørg Brekke
http://www.wikidata.org/entity/Q41800	Raquel Argandoña
http://www.wikidata.org/entity/Q41805	Lucia de Berk
http://www.wikidata.org/entity/Q41921	Rosa Parks
http://www.wikidata.org/entity/Q42018	Anuradha Paudwal
http://www.wikidata.org/entity/Q42034	Khadijah bint Khuwaylid
http://www.wikidata.org/entity/Q42104	Umm Salama Hind bint Abi Umayya
http://www.wikidata.org/entity/Q42228	Gergena Branzova
http://www.wikidata.org/entity/Q42455	Björk
http://www.wikidata.org/entity/Q42493	Katy Perry
http://www.wikidata.org/entity/Q42552	Wisława Szymborska
http://www.wikidata.org/entity/Q42581	Keira Knightley
http://www.wikidata.org/entity/Q42745	Rita Hayworth
http://www.wikidata.org/entity/Q42786	Audrey Hepburn
http://www.wikidata.org/entity/Q42920	Simone Niggli-Luder
http://www.wikidata.org/entity/Q42965	Monika Olejnik
http://www.wikidata.org/entity/Q42992	Golda Meir
http://www.wikidata.org/entity/Q43044	Demi Moore
http://www.wikidata.org/entity/Q43137	Sofia Rotaru
http://www.wikidata.org/entity/Q67529	Maria Böhmer
http://www.wikidata.org/entity/Q67567	Charlotte Bühler
http://www.wikidata.org/entity/Q67594	Charlotte Knobloch
http://www.wikidata.org/entity/Q67601	Gisela Agnes of Anhalt-Köthen
http://www.wikidata.org/entity/Q67647	Tina Dietze
http://www.wikidata.org/entity/Q67649	Monique Angermüller
http://www.wikidata.org/entity/Q67651	Hedwig of the Palatinate-Sulzbach
http://www.wikidata.org/entity/Q67658	Manuela Lutze
http://www.wikidata.org/entity/Q67678	Annekatrin Thiele
http://www.wikidata.org/entity/Q67695	Elisabeth Henriette of Hesse-Kassel
http://www.wikidata.org/entity/Q67701	Anna Kendrick
http://www.wikidata.org/entity/Q67704	Hilde Schramm
http://www.wikidata.org/entity/Q67731	Kathleen Weiß
http://www.wikidata.org/entity/Q67744	Gabriele Kröcher-Tiedemann
http://www.wikidata.org/entity/Q67764	Sophia of Holstein-Gottorp
http://www.wikidata.org/entity/Q67767	Magdalene Sibylle of Holstein-Gottorp
http://www.wikidata.org/entity/Q67777	Princess Elisabeth Sophie of Saxe-Altenburg
http://www.wikidata.org/entity/Q67787	Gisela Birkemeyer
http://www.wikidata.org/entity/Q67791	Katja von Garnier
http://www.wikidata.org/entity/Q67810	Bibiana Beglau
http://www.wikidata.org/entity/Q67813	Gudrun Wagner
http://www.wikidata.org/entity/Q67815	Helmina von Chézy
http://www.wikidata.org/entity/Q67827	Margot Glockshuber
http://www.wikidata.org/entity/Q67838	Joy Gruttmann
http://www.wikidata.org/entity/Q67861	Fanny Fischer
http://www.wikidata.org/entity/Q67871	Princess Leopoldine of Baden
http://www.wikidata.org/entity/Q67888	Luise Aston
http://www.wikidata.org/entity/Q67903	Helma Sanders-Brahms
http://www.wikidata.org/entity/Q67919	Heide Rühle
http://www.wikidata.org/entity/Q67927	Grethe Weiser
http://www.wikidata.org/entity/Q68014	Mariella Ahrens
http://www.wikidata.org/entity/Q68016	Helga Trüpel
http://www.wikidata.org/entity/Q68020	Hiltrud Breyer
http://www.wikidata.org/entity/Q68025	Hannah Herzsprung
http://www.wikidata.org/entity/Q68027	Verona Pooth
http://www.wikidata.org/entity/Q68054	Gudrun Landgrebe
http://www.wikidata.org/entity/Q68089	Princess Pauline of Waldeck and Pyrmont
http://www.wikidata.org/entity/Q68090	Akshaya
http://www.wikidata.org/entity/Q68094	Karthika Adaikalam
http://www.wikidata.org/entity/Q68117	Charlotte Birch-Pfeiffer
http://www.wikidata.org/entity/Q68125	Charlotte Link
http://www.wikidata.org/entity/Q68126	Felicia Langer
http://www.wikidata.org/entity/Q68128	Aygül Özkan
http://www.wikidata.org/entity/Q68130	Mite Kremnitz
http://www.wikidata.org/entity/Q68134	Lisa Kreuzer
http://www.wikidata.org/entity/Q68137	Irmtraud Morgner
http://www.wikidata.org/entity/Q68145	Stephanie Storp
http://www.wikidata.org/entity/Q68151	Isabel Cueto
http://www.wikidata.org/entity/Q68176	Anna Rosmus
http://www.wikidata.org/entity/Q68196	Cornelia Pfohl
http://www.wikidata.org/entity/Q68204	Gertrud Kolmar
http://www.wikidata.org/entity/Q68217	Kathy Radzuweit
http://www.wikidata.org/entity/Q68268	Margareta Ebner
http://www.wikidata.org/entity/Q68285	Elisabeth of Bavaria, Electress of Saxony
http://www.wikidata.org/entity/Q68292	Annette Klug
http://www.wikidata.org/entity/Q68306	Petra Haltmayr
http://www.wikidata.org/entity/Q68316	Friederike Caroline Neuber
http://www.wikidata.org/entity/Q68322	Julia Stinshoff
http://www.wikidata.org/entity/Q68346	Maria Müller
http://www.wikidata.org/entity/Q68391	Heike Balck
http://www.wikidata.org/entity/Q68458	Katina Schubert
http://www.wikidata.org/entity/Q68459	Aishwarya
http://www.wikidata.org/entity/Q68486	Charlotte von Mahlsdorf
http://www.wikidata.org/entity/Q68501	Elisabeth Langgässer
http://www.wikidata.org/entity/Q68537	Lyudmila Gurchenko
http://www.wikidata.org/entity/Q68550	Grete Hermann
http://www.wikidata.org/entity/Q68560	Princess Maria Christina of Saxony
http://www.wikidata.org/entity/Q68567	Salomea of Berg
http://www.wikidata.org/entity/Q68582	Ilse Werner
http://www.wikidata.org/entity/Q68598	Saint Mechtilde
http://www.wikidata.org/entity/Q68615	Anna Marie Hahn
http://www.wikidata.org/entity/Q68650	Kati Winkler
http://www.wikidata.org/entity/Q68658	Marie of Baden-Sponheim
http://www.wikidata.org/entity/Q68714	Yasmin K.
http://www.wikidata.org/entity/Q68736	Violante Beatrice of Bavaria
http://www.wikidata.org/entity/Q68743	Hannelore Kohl
http://www.wikidata.org/entity/Q68761	Elsa Einstein
http://www.wikidata.org/entity/Q68788	Olga Oelkers
http://www.wikidata.org/entity/Q68795	Malwida von Meysenbug
http://www.wikidata.org/entity/Q68809	Josephine Terlecki
http://www.wikidata.org/entity/Q68865	Melitta Schenk Gräfin von Stauffenberg
http://www.wikidata.org/entity/Q68872	Margrit Kennedy
http://www.wikidata.org/entity/Q68891	Miriam Vogt
http://www.wikidata.org/entity/Q68895	Melanie Faisst
http://www.wikidata.org/entity/Q68898	Brigitte Horney
http://www.wikidata.org/entity/Q68909	Fabienne Kohlmann
http://www.wikidata.org/entity/Q68911	Elisabeth Rethberg
http://www.wikidata.org/entity/Q68918	Princess Theresa of Bavaria
http://www.wikidata.org/entity/Q68958	Petra Hammesfahr
http://www.wikidata.org/entity/Q68975	Luminita Zaituc
http://www.wikidata.org/entity/Q68984	Wanda Klaff
http://www.wikidata.org/entity/Q69003	Jessica Wahls
http://www.wikidata.org/entity/Q69042	Libertas Schulze-Boysen
http://www.wikidata.org/entity/Q69066	Jil Sander
http://www.wikidata.org/entity/Q69074	Maria Jepsen
http://www.wikidata.org/entity/Q69108	Christiane Paul
http://www.wikidata.org/entity/Q69129	Eva Köhler
http://www.wikidata.org/entity/Q69139	Felicitas Hoppe
http://www.wikidata.org/entity/Q69144	Lidia Danilovna Tchouviourova
http://www.wikidata.org/entity/Q69173	Dorothea Röschmann
http://www.wikidata.org/entity/Q103343	Jennifer Connelly
http://www.wikidata.org/entity/Q103348	Hermine Bosetti
http://www.wikidata.org/entity/Q103351	Charlotte Susa
http://www.wikidata.org/entity/Q103378	Rosemarie Zens
http://www.wikidata.org/entity/Q103380	Anna Katharina Kränzlein
http://www.wikidata.org/entity/Q103399	Katharina Amalie Dorothea von Schlegel
http://www.wikidata.org/entity/Q103416	Antje Schmidt
http://www.wikidata.org/entity/Q103425	Sabine Wegner
http://www.wikidata.org/entity/Q103449	Petra A. Bauer
http://www.wikidata.org/entity/Q103469	Josephine Dörfler
http://www.wikidata.org/entity/Q103472	Eveline Lemke
http://www.wikidata.org/entity/Q103479	Thea Sternheim
http://www.wikidata.org/entity/Q103485	Irene Alt
http://www.wikidata.org/entity/Q103488	Grete Weil
http://www.wikidata.org/entity/Q103491	Karin Bencze
http://www.wikidata.org/entity/Q103498	Henriette Hertz
http://www.wikidata.org/entity/Q103503	Ulrike Egelhaaf-Gaiser
http://www.wikidata.org/entity/Q103518	Christine Scheel
http://www.wikidata.org/entity/Q103527	Wibke Bruhns
http://www.wikidata.org/entity/Q103529	Cornelia Schmalz-Jacobsen
http://www.wikidata.org/entity/Q103544	Katharina Schüttler
http://www.wikidata.org/entity/Q103564	Karoline Louise Brachmann
http://www.wikidata.org/entity/Q103591	Germaine Greer
http://www.wikidata.org/entity/Q103605	Katharina Schubert
http://www.wikidata.org/entity/Q103611	Brigitte Rau
http://www.wikidata.org/entity/Q103613	Rosi Speiser
http://www.wikidata.org/entity/Q103615	Ines Pohl
http://www.wikidata.org/entity/Q103616	Evelyn Haas
http://www.wikidata.org/entity/Q103621	Hildegard Hammerschmidt-Hummel
http://www.wikidata.org/entity/Q103624	Monika Frimmer
http://www.wikidata.org/entity/Q103626	Melanie Oßwald
http://www.wikidata.org/entity/Q103628	Princess Elisabeth von Thurn und Taxis
http://www.wikidata.org/entity/Q103655	Julia Bonk
http://www.wikidata.org/entity/Q103656	Tanja Wedhorn
http://www.wikidata.org/entity/Q103660	Angela D. Friederici
http://www.wikidata.org/entity/Q103663	Sonja Hegasy
http://www.wikidata.org/entity/Q103670	Karin Binder
http://www.wikidata.org/entity/Q103687	Heike Langguth
http://www.wikidata.org/entity/Q103698	Miriam Frenken
http://www.wikidata.org/entity/Q103702	Ruth Stephan
http://www.wikidata.org/entity/Q103718	Saskia Fischer
http://www.wikidata.org/entity/Q103728	Katrin Beinroth
http://www.wikidata.org/entity/Q103729	Anne Onken
http://www.wikidata.org/entity/Q103740	Ulla Jelpke
http://www.wikidata.org/entity/Q103751	Inga Abel
http://www.wikidata.org/entity/Q103757	Katharina Elisabeth Goethe
http://www.wikidata.org/entity/Q103759	Cesaria Evora
http://www.wikidata.org/entity/Q103760	Ursula Werner
http://www.wikidata.org/entity/Q103761	Thekla Carola Wied
http://www.wikidata.org/entity/Q103764	Jutta Steinruck
http://www.wikidata.org/entity/Q103766	Christine Strube
http://www.wikidata.org/entity/Q103797	Sabrina Janesch
http://www.wikidata.org/entity/Q103834	Vanessa Jean Dedmon
http://www.wikidata.org/entity/Q103844	Françoise Barré-Sinoussi
http://www.wikidata.org/entity/Q103849	Henriette Johanne Marie Müller
http://www.wikidata.org/entity/Q103851	Margarete Schön
http://www.wikidata.org/entity/Q103870	Irene Meichsner
http://www.wikidata.org/entity/Q103871	Beate Mainka-Jellinghaus
http://www.wikidata.org/entity/Q103877	Okka Rau
http://www.wikidata.org/entity/Q103880	Jasmin Feige
http://www.wikidata.org/entity/Q103920	Bianca Hein
http://www.wikidata.org/entity/Q103929	Anna Langhoff
http://www.wikidata.org/entity/Q103933	Marie-Luise Kiesinger
http://www.wikidata.org/entity/Q103943	Andrea Betzner
http://www.wikidata.org/entity/Q103954	Luise Eleonore Wreech
http://www.wikidata.org/entity/Q103960	Semiramis
http://www.wikidata.org/entity/Q103969	Marianne Grunthal
http://www.wikidata.org/entity/Q103972	Filiz Polat
http://www.wikidata.org/entity/Q103988	Antje Weisgerber
http://www.wikidata.org/entity/Q103989	Esther Schapira
http://www.wikidata.org/entity/Q104000	Lauren Bacall
http://www.wikidata.org/entity/Q104025	Haidi Streletz
http://www.wikidata.org/entity/Q104032	Caroline Adelheid von Baudissin
http://www.wikidata.org/entity/Q104038	Jette Waldinger-Thiering
http://www.wikidata.org/entity/Q104055	Auguste of Mecklenburg-Güstrow
http://www.wikidata.org/entity/Q104088	Elli Schmidt
http://www.wikidata.org/entity/Q104109	Mary Pickford
http://www.wikidata.org/entity/Q104118	Anne Menden
http://www.wikidata.org/entity/Q104120	Elisabeth Eichholz
http://www.wikidata.org/entity/Q104128	Nadine Bollmeier
http://www.wikidata.org/entity/Q104132	Gabriele Clemens
http://www.wikidata.org/entity/Q104146	Deborah Kerr
http://www.wikidata.org/entity/Q104150	Monika Griefahn
http://www.wikidata.org/entity/Q104165	Ellen Lenneck
http://www.wikidata.org/entity/Q104166	Ulla Kock am Brink
http://www.wikidata.org/entity/Q104173	Hélène Esnault
http://www.wikidata.org/entity/Q104183	Lillian Gish
http://www.wikidata.org/entity/Q104187	Ludowika Margaretha of Zweibrücken-Bitsch
http://www.wikidata.org/entity/Q104191	Friederike Belcher
http://www.wikidata.org/entity/Q104207	Kerstin Wöller
http://www.wikidata.org/entity/Q104208	Wera Engels
http://www.wikidata.org/entity/Q104209	Catherine Bader-Bille
http://www.wikidata.org/entity/Q90903	Claudia Rusch
http://www.wikidata.org/entity/Q90920	Elisabeth Bürstenbinder
http://www.wikidata.org/entity/Q90927	Marianne Breslauer
http://www.wikidata.org/entity/Q90951	Veronika Neugebauer
http://www.wikidata.org/entity/Q90967	Daniela Götz
http://www.wikidata.org/entity/Q90970	Jie Schöpp
http://www.wikidata.org/entity/Q90978	Anna of Nassau-Dillenburg
http://www.wikidata.org/entity/Q90991	Sandra Keller
http://www.wikidata.org/entity/Q90993	Anja Monke
http://www.wikidata.org/entity/Q91003	Judith of Hohenstaufen
http://www.wikidata.org/entity/Q91008	Lotte Toberentz
http://www.wikidata.org/entity/Q91011	Eva Janina Wieczorek
http://www.wikidata.org/entity/Q91012	Ehrengard Schramm
http://www.wikidata.org/entity/Q91016	Gabriele Lesser
http://www.wikidata.org/entity/Q91021	Helene Gotthold
http://www.wikidata.org/entity/Q91026	Henriette Vogel
http://www.wikidata.org/entity/Q91032	Irma von Cube
http://www.wikidata.org/entity/Q91034	Winnie Markus
http://www.wikidata.org/entity/Q91049	Lore Frisch
http://www.wikidata.org/entity/Q91054	Maria Dahl
http://www.wikidata.org/entity/Q91066	Daniela Klette
http://www.wikidata.org/entity/Q91102	Linda Maria Koldau
http://www.wikidata.org/entity/Q91105	Olga Segler
http://www.wikidata.org/entity/Q91123	Draga Matković
http://www.wikidata.org/entity/Q91147	Katharina Heinz
http://www.wikidata.org/entity/Q91157	Rosemarie Wenner
http://www.wikidata.org/entity/Q91171	Agneta Willeken
http://www.wikidata.org/entity/Q91181	Jutta Ditfurth
http://www.wikidata.org/entity/Q91188	Anni Biechl
http://www.wikidata.org/entity/Q91193	Lisa Brennauer
http://www.wikidata.org/entity/Q91210	Fiona Erdmann
http://www.wikidata.org/entity/Q91224	Julia Voss
http://www.wikidata.org/entity/Q91226	Baroness Wilhelmine of Dörnberg
http://www.wikidata.org/entity/Q91230	Elisabeth of the Palatinate, Landgravine of Hesse
http://www.wikidata.org/entity/Q91236	Rosemarie Weiß-Scherberger
http://www.wikidata.org/entity/Q91262	Selina Jörg
http://www.wikidata.org/entity/Q91269	Anja Noske
http://www.wikidata.org/entity/Q91270	Sonja Sperl
http://www.wikidata.org/entity/Q91297	Jenna Mohr
http://www.wikidata.org/entity/Q91299	Karin von Welck
http://www.wikidata.org/entity/Q91302	Susanne Kastner
http://www.wikidata.org/entity/Q91313	Beate Merk
http://www.wikidata.org/entity/Q91323	Hanna Wolf
http://www.wikidata.org/entity/Q91331	Elisabeth von Dyck
http://www.wikidata.org/entity/Q91336	Angelika Unterlauf
http://www.wikidata.org/entity/Q91347	Lilo Gloeden
http://www.wikidata.org/entity/Q91351	Daniela Ziegler
http://www.wikidata.org/entity/Q91353	Henriette von Crayen
http://www.wikidata.org/entity/Q91358	Gila Lustiger
http://www.wikidata.org/entity/Q91408	Sonja Pfeilschifter
http://www.wikidata.org/entity/Q91428	Elke Heidenreich
http://www.wikidata.org/entity/Q91437	Isgaard
http://www.wikidata.org/entity/Q91438	Erika Böhm-Vitense
http://www.wikidata.org/entity/Q91440	Annemarie Kleinert
http://www.wikidata.org/entity/Q91448	Ines Geipel
http://www.wikidata.org/entity/Q91482	Anneliese Maier
http://www.wikidata.org/entity/Q91502	Sabine Sinjen
http://www.wikidata.org/entity/Q91508	Maren Ade
http://www.wikidata.org/entity/Q91526	Cornelia Ernst
http://www.wikidata.org/entity/Q91537	Alla Churikova
http://www.wikidata.org/entity/Q91542	Elisabeth of Brunswick-Wolfenbüttel, Duchess of Saxe-Altenburg
http://www.wikidata.org/entity/Q91546	Countess Johanna Sophia of Hohenlohe-Langenburg
http://www.wikidata.org/entity/Q91562	Tamara Desni
http://www.wikidata.org/entity/Q91602	Annette von Aretin
http://www.wikidata.org/entity/Q91625	Mojca Erdmann
http://www.wikidata.org/entity/Q91633	Daniela Wutte
http://www.wikidata.org/entity/Q91634	Sári Barabás
http://www.wikidata.org/entity/Q91649	Ruth Moufang
http://www.wikidata.org/entity/Q91675	Irmgard Flügge-Lotz
http://www.wikidata.org/entity/Q91683	Anna-Lena Friedsam
http://www.wikidata.org/entity/Q91697	Sabine Verheyen
http://www.wikidata.org/entity/Q91701	Marlene Sinnig
http://www.wikidata.org/entity/Q91702	Maren Derlien
http://www.wikidata.org/entity/Q91712	Eleonore Marie of Anhalt-Bernburg
http://www.wikidata.org/entity/Q91718	Heidi Schüller
http://www.wikidata.org/entity/Q91722	Augusta Sofia de Sulzbach
http://www.wikidata.org/entity/Q91726	Adelheid Amalie Gallitzin
http://www.wikidata.org/entity/Q91728	Erika Wedekind
http://www.wikidata.org/entity/Q91730	Johanna Jachmann-Wagner
http://www.wikidata.org/entity/Q91737	Magdalene Sibylle of Saxe-Weissenfels
http://www.wikidata.org/entity/Q91755	Countess Katharina Dorothea Finck of Finckenstein
http://www.wikidata.org/entity/Q91766	Christina Singer
http://www.wikidata.org/entity/Q91772	Lisa Martinek
http://www.wikidata.org/entity/Q91773	Christina Rau
http://www.wikidata.org/entity/Q91775	Jutta Jol
http://www.wikidata.org/entity/Q91785	Anna Frebel
http://www.wikidata.org/entity/Q91788	Lisa Otto
http://www.wikidata.org/entity/Q91801	Karin Wolff
http://www.wikidata.org/entity/Q91813	Saskia Vester
http://www.wikidata.org/entity/Q91814	Ortrun Wenkel
http://www.wikidata.org/entity/Q91821	Princess Christa of Thurn and Taxis
http://www.wikidata.org/entity/Q91828	Luise Hensel
http://www.wikidata.org/entity/Q91841	Ottilie Metzger-Lattermann
http://www.wikidata.org/entity/Q91861	Renate Loll
http://www.wikidata.org/entity/Q91862	Barbara Klemm
http://www.wikidata.org/entity/Q91867	Gitta Bauer
http://www.wikidata.org/entity/Q91868	Ruth Margarete Roellig
http://www.wikidata.org/entity/Q91872	Grete Mosheim
http://www.wikidata.org/entity/Q91876	Michèle Marian
http://www.wikidata.org/entity/Q91882	Veronika Staber
http://www.wikidata.org/entity/Q104211	Anna Levinson
http://www.wikidata.org/entity/Q104221	Kristina Dörfer
http://www.wikidata.org/entity/Q104224	Evelyn Hecht-Galinski
http://www.wikidata.org/entity/Q104226	Rosine Elisabeth Menthe
http://www.wikidata.org/entity/Q104270	Krystyna Kuhn
http://www.wikidata.org/entity/Q104338	Dorothea Steiner
http://www.wikidata.org/entity/Q104339	Joanna Semmelrogge
http://www.wikidata.org/entity/Q104344	Annett Gamm
http://www.wikidata.org/entity/Q104346	Saskia Valencia
http://www.wikidata.org/entity/Q104358	Billie Holiday
http://www.wikidata.org/entity/Q104372	Doris Day
http://www.wikidata.org/entity/Q104377	Sonja Baum
http://www.wikidata.org/entity/Q104396	Nadine Joachim
http://www.wikidata.org/entity/Q104410	Dominice Steffen
http://www.wikidata.org/entity/Q104411	Linda Büsscher
http://www.wikidata.org/entity/Q104415	Katharina Schwabe
http://www.wikidata.org/entity/Q104421	Agnes Bluhm
http://www.wikidata.org/entity/Q104430	Katrin de Vries
http://www.wikidata.org/entity/Q104434	Ulrike Höfken
http://www.wikidata.org/entity/Q104435	Anja Höfer
http://www.wikidata.org/entity/Q104447	Julia Brendler
http://www.wikidata.org/entity/Q104472	Beate Ulbricht
http://www.wikidata.org/entity/Q104521	Ruth von Ostau
http://www.wikidata.org/entity/Q104527	Hermine Schröder
http://www.wikidata.org/entity/Q104549	Renate Adolph
http://www.wikidata.org/entity/Q104581	Louise Schroeder
http://www.wikidata.org/entity/Q104586	Alexandra Bujdoso
http://www.wikidata.org/entity/Q104597	Erna Barschak
http://www.wikidata.org/entity/Q104622	Tawakel Karman
http://www.wikidata.org/entity/Q104634	Uljana Wolf
http://www.wikidata.org/entity/Q104639	Sabine Winter
http://www.wikidata.org/entity/Q104640	Lina van de Mars
http://www.wikidata.org/entity/Q104642	Rosemarie Clausen
http://www.wikidata.org/entity/Q104645	Ursula Wölfel
http://www.wikidata.org/entity/Q104647	Gretchen Dutschke-Klotz
http://www.wikidata.org/entity/Q104650	Nina Blazon
http://www.wikidata.org/entity/Q104663	Cornelia Prüfer-Storcks
http://www.wikidata.org/entity/Q104665	Nina Eichinger
http://www.wikidata.org/entity/Q104666	Esther von Kirchbach
http://www.wikidata.org/entity/Q104685	Andrea Breder
http://www.wikidata.org/entity/Q104691	Karin Friedrich
http://www.wikidata.org/entity/Q104699	Margarete Schlegel
http://www.wikidata.org/entity/Q104700	Claudia Eder
http://www.wikidata.org/entity/Q104702	Jutta Wachowiak
http://www.wikidata.org/entity/Q104726	Vanessa Jopp
http://www.wikidata.org/entity/Q104730	Maria Sebaldt
http://www.wikidata.org/entity/Q104733	Joana
http://www.wikidata.org/entity/Q104737	Gitta Lind
http://www.wikidata.org/entity/Q104744	Buket Alakuş
http://www.wikidata.org/entity/Q104747	Hermine Huntgeburth
http://www.wikidata.org/entity/Q104766	Anita Höfer
http://www.wikidata.org/entity/Q104772	Henrietta Catherine Agnes of Anhalt-Dessau
http://www.wikidata.org/entity/Q104774	Eva Bulling-Schröter
http://www.wikidata.org/entity/Q104785	Countess Palatine Dorothea of Simmern
http://www.wikidata.org/entity/Q104793	Ruth Weiss
http://www.wikidata.org/entity/Q104794	Brigitte Riebe
http://www.wikidata.org/entity/Q104803	Angela Finger-Erben
http://www.wikidata.org/entity/Q104810	Vanessa Struhler
http://www.wikidata.org/entity/Q104815	Hermine Sterler
http://www.wikidata.org/entity/Q104826	Alexa von Porembsky
http://www.wikidata.org/entity/Q104832	Sonja Sutter
http://www.wikidata.org/entity/Q104838	Katrin Holtwick
http://www.wikidata.org/entity/Q104849	Julia Dahmen
http://www.wikidata.org/entity/Q104858	Inga Markovits
http://www.wikidata.org/entity/Q104875	Susanne Gaschke
http://www.wikidata.org/entity/Q104881	Kerstin Westphal
http://www.wikidata.org/entity/Q104909	Paula Banholzer
http://www.wikidata.org/entity/Q104924	Sümeyye Manz
http://www.wikidata.org/entity/Q104925	Anna Loos
http://www.wikidata.org/entity/Q104935	Nicole Fetting
http://www.wikidata.org/entity/Q104942	Anja Hilling
http://www.wikidata.org/entity/Q104955	Elisabeth Zaisser
http://www.wikidata.org/entity/Q104958	Bianca Meyerink
http://www.wikidata.org/entity/Q104970	Gitta Trauernicht
http://www.wikidata.org/entity/Q104972	Heike Polzin
http://www.wikidata.org/entity/Q104976	Linda Dörendahl
http://www.wikidata.org/entity/Q104981	Erna Baumbauer
http://www.wikidata.org/entity/Q104988	Andrea Breth
http://www.wikidata.org/entity/Q104995	Christine Teusch
http://www.wikidata.org/entity/Q105009	Annette Dasch
http://www.wikidata.org/entity/Q105043	Ela Nitzsche
http://www.wikidata.org/entity/Q105052	Beate Hasenau
http://www.wikidata.org/entity/Q105062	Frauke Ludowig
http://www.wikidata.org/entity/Q105066	Alwine Wuthenow
http://www.wikidata.org/entity/Q105068	Mari Kiviniemi
http://www.wikidata.org/entity/Q105078	Marianne Ehlers
http://www.wikidata.org/entity/Q105082	Eva Brumby
http://www.wikidata.org/entity/Q105097	Maria Eichwald
http://www.wikidata.org/entity/Q105104	Marianne Kehlau
http://www.wikidata.org/entity/Q105111	Miriam Meckel
http://www.wikidata.org/entity/Q105125	Alexandra Cordes
http://www.wikidata.org/entity/Q105137	Grietje Staffelt
http://www.wikidata.org/entity/Q105139	Ines Kuba
http://www.wikidata.org/entity/Q105144	Annett Culp
http://www.wikidata.org/entity/Q105145	Claudia Bechstein
http://www.wikidata.org/entity/Q105147	Ulrike C. Tscharre
http://www.wikidata.org/entity/Q105149	Alexa Maria Surholt
http://www.wikidata.org/entity/Q105152	Nadine Arents
http://www.wikidata.org/entity/Q105153	Jil Funke
http://www.wikidata.org/entity/Q105159	Nadine Krüger
http://www.wikidata.org/entity/Q69178	Luise Rinser
http://www.wikidata.org/entity/Q69215	Christine Wenzel
http://www.wikidata.org/entity/Q69239	Verena Becker
http://www.wikidata.org/entity/Q69272	Erna Wallisch
http://www.wikidata.org/entity/Q69283	Silke Lippok
http://www.wikidata.org/entity/Q69298	Vera Tschechowa
http://www.wikidata.org/entity/Q69306	Margarete Steiff
http://www.wikidata.org/entity/Q69311	Ottilie Wildermuth
http://www.wikidata.org/entity/Q69314	Loki Schmidt
http://www.wikidata.org/entity/Q69336	Maria of Bohemia
http://www.wikidata.org/entity/Q69388	Charlotte Becker
http://www.wikidata.org/entity/Q69404	Annemarie Gerg
http://www.wikidata.org/entity/Q69421	Cornell Borchers
http://www.wikidata.org/entity/Q69422	Anna Karolina Orzelska
http://www.wikidata.org/entity/Q69425	Duchess Marie of Mecklenburg
http://www.wikidata.org/entity/Q69427	Sabina of Bavaria
http://www.wikidata.org/entity/Q69439	Amalia von Helvig
http://www.wikidata.org/entity/Q69442	Astrid Proll
http://www.wikidata.org/entity/Q69447	Frieda von Richthofen
http://www.wikidata.org/entity/Q69462	Catherine of Mecklenburg
http://www.wikidata.org/entity/Q69474	Nicole
http://www.wikidata.org/entity/Q69479	Helena Fromm
http://www.wikidata.org/entity/Q69504	Louise Elisabeth of Courland
http://www.wikidata.org/entity/Q69509	Carolin Leonhardt
