human	humanLabel
http://www.wikidata.org/entity/Q714	Stevie Wonder
http://www.wikidata.org/entity/Q720	Genghis Khan
http://www.wikidata.org/entity/Q742	Jean Racine
http://www.wikidata.org/entity/Q747	Pierre Corneille
http://www.wikidata.org/entity/Q755	Paul Verlaine
http://www.wikidata.org/entity/Q762	Leonardo da Vinci
http://www.wikidata.org/entity/Q765	Dario Fo
http://www.wikidata.org/entity/Q767	Stéphane Mallarmé
http://www.wikidata.org/entity/Q815	Gabriel Gonzáles Videla
http://www.wikidata.org/entity/Q820	Juan Antonio Rios
http://www.wikidata.org/entity/Q835	Mikhail Bulgakov
http://www.wikidata.org/entity/Q838	Andrei Rublev
http://www.wikidata.org/entity/Q845	Pedro Aguirre Cerda
http://www.wikidata.org/entity/Q848	Arturo Alessandri
http://www.wikidata.org/entity/Q849	François Villon
http://www.wikidata.org/entity/Q853	Andrei Tarkovsky
http://www.wikidata.org/entity/Q855	Joseph Stalin
http://www.wikidata.org/entity/Q857	Juan Luis Sanfuentes
http://www.wikidata.org/entity/Q859	Plato
http://www.wikidata.org/entity/Q862	Joseph Brodsky
http://www.wikidata.org/entity/Q868	Aristotle
http://www.wikidata.org/entity/Q882	Charlie Chaplin
http://www.wikidata.org/entity/Q885	Józef Piłsudski
http://www.wikidata.org/entity/Q892	J. R. R. Tolkien
http://www.wikidata.org/entity/Q905	Franz Kafka
http://www.wikidata.org/entity/Q907	Gordon Freeman
http://www.wikidata.org/entity/Q909	Jorge Luis Borges
http://www.wikidata.org/entity/Q913	Socrates
http://www.wikidata.org/entity/Q920	J. Bernlef
http://www.wikidata.org/entity/Q926	Roald Amundsen
http://www.wikidata.org/entity/Q927	Harry Mulisch
http://www.wikidata.org/entity/Q930	Konstantin Melnikov
http://www.wikidata.org/entity/Q931	Naruto Uzumaki
http://www.wikidata.org/entity/Q935	Isaac Newton
http://www.wikidata.org/entity/Q937	Albert Einstein
http://www.wikidata.org/entity/Q939	Pedro I
http://www.wikidata.org/entity/Q946	Donald Tusk
http://www.wikidata.org/entity/Q949	John Bardeen
http://www.wikidata.org/entity/Q966	Hermann Brunner
http://www.wikidata.org/entity/Q989	John Paul II
http://www.wikidata.org/entity/Q991	Fyodor Dostoyevsky
http://www.wikidata.org/entity/Q997	Andrei Sakharov
http://www.wikidata.org/entity/Q1001	Mahatma Gandhi
http://www.wikidata.org/entity/Q1023	Roman Camenzind
http://www.wikidata.org/entity/Q1031	France Prešeren
http://www.wikidata.org/entity/Q1035	Charles Darwin
http://www.wikidata.org/entity/Q1043	Carl Linnaeus
http://www.wikidata.org/entity/Q1047	Jawaharlal Nehru
http://www.wikidata.org/entity/Q1048	Julius Caesar
http://www.wikidata.org/entity/Q1051	Ivan Regen
http://www.wikidata.org/entity/Q1056	Italo Balbo
http://www.wikidata.org/entity/Q1058	Narendra Modi
http://www.wikidata.org/entity/Q1064	Alessandro Manzoni
http://www.wikidata.org/entity/Q1067	Dante Alighieri
http://www.wikidata.org/entity/Q1081	Julio Bashmore
http://www.wikidata.org/entity/Q1124	Bill Clinton
http://www.wikidata.org/entity/Q1145	Jean-Philippe Rameau
http://www.wikidata.org/entity/Q1150	Mercury
http://www.wikidata.org/entity/Q1151	Hector Berlioz
http://www.wikidata.org/entity/Q1178	Maurice Ravel
http://www.wikidata.org/entity/Q1189	Usain Bolt
http://www.wikidata.org/entity/Q1192	Jean-Baptiste Lully
http://www.wikidata.org/entity/Q1203	John Lennon
http://www.wikidata.org/entity/Q1217	Hubert Salentin
http://www.wikidata.org/entity/Q1220	Giorgio Napolitano
http://www.wikidata.org/entity/Q1224	Carlo Azeglio Ciampi
http://www.wikidata.org/entity/Q1225	Bruce Springsteen
http://www.wikidata.org/entity/Q1228	Oscar Luigi Scalfaro
http://www.wikidata.org/entity/Q1230	Francesco Cossiga
http://www.wikidata.org/entity/Q1233	Sandro Pertini
http://www.wikidata.org/entity/Q1235	Giovanni Leone
http://www.wikidata.org/entity/Q1238	Giuseppe Saragat
http://www.wikidata.org/entity/Q1240	Antonio Segni
http://www.wikidata.org/entity/Q1241	Giovanni Gronchi
http://www.wikidata.org/entity/Q1242	Luigi Einaudi
http://www.wikidata.org/entity/Q1245	Enrico de Nicola
http://www.wikidata.org/entity/Q1253	Ban Ki-moon
http://www.wikidata.org/entity/Q1254	Kofi Annan
http://www.wikidata.org/entity/Q1257	Boutros Boutros-Ghali
http://www.wikidata.org/entity/Q1259	Javier Pérez de Cuéllar
http://www.wikidata.org/entity/Q1260	Kurt Waldheim
http://www.wikidata.org/entity/Q1264	U Thant
http://www.wikidata.org/entity/Q1267	Dag Hammarskjöld
http://www.wikidata.org/entity/Q1268	Frédéric Chopin
http://www.wikidata.org/entity/Q1271	Trygve Lie
http://www.wikidata.org/entity/Q1275	Gladwyn Jebb
http://www.wikidata.org/entity/Q1276	Leonard Cohen
http://www.wikidata.org/entity/Q1290	Blaise Pascal
http://www.wikidata.org/entity/Q1294	Ramón Barros Luco
http://www.wikidata.org/entity/Q1298	Pedro Montt
http://www.wikidata.org/entity/Q1300	Germán Riesco
http://www.wikidata.org/entity/Q1316	Saddam Hussein
http://www.wikidata.org/entity/Q1317	Osama bin Laden
http://www.wikidata.org/entity/Q1318	Aníbal Zañartu
http://www.wikidata.org/entity/Q1319	Federico Errázuriz Echaurren
http://www.wikidata.org/entity/Q1320	Jorge Montt
http://www.wikidata.org/entity/Q1322	José Manuel Balmaceda
http://www.wikidata.org/entity/Q1323	Domingo Santa María
http://www.wikidata.org/entity/Q1324	Aníbal Pinto
http://www.wikidata.org/entity/Q1325	Friedrich Hayek
http://www.wikidata.org/entity/Q1326	Federico Errázuriz Zañartu
http://www.wikidata.org/entity/Q1327	José Joaquín Pérez
http://www.wikidata.org/entity/Q1328	Manuel Montt
http://www.wikidata.org/entity/Q1329	Manuel Bulnes
http://www.wikidata.org/entity/Q1330	José Joaquín Prieto
http://www.wikidata.org/entity/Q1331	Manuel Blanco Encalada
http://www.wikidata.org/entity/Q1332	Ramón Freire
http://www.wikidata.org/entity/Q1333	Francisco Antonio Pinto
http://www.wikidata.org/entity/Q1339	Johann Sebastian Bach
http://www.wikidata.org/entity/Q1340	Antonio Vivaldi
http://www.wikidata.org/entity/Q1381	Dave Arneson
http://www.wikidata.org/entity/Q1394	Vladimir Lenin
http://www.wikidata.org/entity/Q1395	Leo Ortolani
http://www.wikidata.org/entity/Q1398	Virgil
http://www.wikidata.org/entity/Q1399	Niccolò Machiavelli
http://www.wikidata.org/entity/Q1401	Petrarch
http://www.wikidata.org/entity/Q1402	Giovanni Boccaccio
http://www.wikidata.org/entity/Q1403	Luigi Pirandello
http://www.wikidata.org/entity/Q1405	Augustus
http://www.wikidata.org/entity/Q1407	Tiberius
http://www.wikidata.org/entity/Q1409	Caligula
http://www.wikidata.org/entity/Q1411	Claudius
http://www.wikidata.org/entity/Q1413	Nero
http://www.wikidata.org/entity/Q1414	Servius Sulpicius Galba Caesar
http://www.wikidata.org/entity/Q1416	Otho
http://www.wikidata.org/entity/Q1417	Vitellius
http://www.wikidata.org/entity/Q1419	Vespasian
http://www.wikidata.org/entity/Q1421	Titus
http://www.wikidata.org/entity/Q1423	Domitian
http://www.wikidata.org/entity/Q1424	Nerva
http://www.wikidata.org/entity/Q1425	Trajan
http://www.wikidata.org/entity/Q1426	Roger Federer
http://www.wikidata.org/entity/Q1427	Hadrian
http://www.wikidata.org/entity/Q1429	Antoninus Pius
http://www.wikidata.org/entity/Q1430	Marcus Aurelius Antoninus
http://www.wikidata.org/entity/Q1433	Lucius Verus
http://www.wikidata.org/entity/Q1434	Commodus
http://www.wikidata.org/entity/Q1436	Pertinax
http://www.wikidata.org/entity/Q1440	Didius Julianus
http://www.wikidata.org/entity/Q1442	Septimius Severus
http://www.wikidata.org/entity/Q1446	Caracalla
http://www.wikidata.org/entity/Q1450	Bruno Mars
http://www.wikidata.org/entity/Q1463	Ferdinand Marcos
http://www.wikidata.org/entity/Q1464	Benigno Aquino III
http://www.wikidata.org/entity/Q1470	M. C. Escher
http://www.wikidata.org/entity/Q1488	Robert Brasillach
http://www.wikidata.org/entity/Q1496	Ferdinand Magellan
http://www.wikidata.org/entity/Q1500	José Rizal
http://www.wikidata.org/entity/Q1503	Manuel L. Quezon
http://www.wikidata.org/entity/Q1511	Richard Wagner
http://www.wikidata.org/entity/Q1512	Robert Louis Stevenson
http://www.wikidata.org/entity/Q1523	Ramesses II
http://www.wikidata.org/entity/Q1526	Ramesses I
http://www.wikidata.org/entity/Q1528	Ramesses III
http://www.wikidata.org/entity/Q1532	Ramesses IV
http://www.wikidata.org/entity/Q1541	Cicero
http://www.wikidata.org/entity/Q1544	Tony Garnier
http://www.wikidata.org/entity/Q1579	Ganesha
http://www.wikidata.org/entity/Q1585	Georg Simon Ohm
http://www.wikidata.org/entity/Q1589	Luigi Galvani
http://www.wikidata.org/entity/Q1604	Tim Lincecum
http://www.wikidata.org/entity/Q1615	Neil Armstrong
http://www.wikidata.org/entity/Q1618	Charles Lindbergh
http://www.wikidata.org/entity/Q1625	Sigfrid Edström
http://www.wikidata.org/entity/Q1628	David Cecil, 6th Marquess of Exeter
http://www.wikidata.org/entity/Q1634	Adriaan Paulen
http://www.wikidata.org/entity/Q1638	Primo Nebiolo
http://www.wikidata.org/entity/Q1639	Lamine Diack
http://www.wikidata.org/entity/Q1651	Yohan Blake
http://www.wikidata.org/entity/Q1652	Justin Gatlin
http://www.wikidata.org/entity/Q1654	Warren Weir
http://www.wikidata.org/entity/Q1655	Kirani James
http://www.wikidata.org/entity/Q1656	Luguelín Santos
http://www.wikidata.org/entity/Q1657	Lalonde Gordon
http://www.wikidata.org/entity/Q1659	David Rudisha
http://www.wikidata.org/entity/Q1660	Nijel Amos
http://www.wikidata.org/entity/Q1662	Timothy Kitum
http://www.wikidata.org/entity/Q1665	Taoufik Makhloufi
http://www.wikidata.org/entity/Q1666	Jacques Brel
http://www.wikidata.org/entity/Q1668	Leonel Manzano
http://www.wikidata.org/entity/Q1669	Abdalaati Iguider
http://www.wikidata.org/entity/Q1671	Mo Farah
http://www.wikidata.org/entity/Q1672	Dejen Gebremeskel
http://www.wikidata.org/entity/Q1674	Tariku Bekele
http://www.wikidata.org/entity/Q1677	Ezekiel Kemboi
http://www.wikidata.org/entity/Q1679	Mahiedine Mekhissi-Benabbad
http://www.wikidata.org/entity/Q1681	Abel Mutai
http://www.wikidata.org/entity/Q1683	Aries Merritt
http://www.wikidata.org/entity/Q1685	Jason Richardson
http://www.wikidata.org/entity/Q1687	Hansle Parchment
http://www.wikidata.org/entity/Q1690	Félix Sánchez
http://www.wikidata.org/entity/Q1691	Javier Culson
http://www.wikidata.org/entity/Q1698	Serge Gainsbourg
http://www.wikidata.org/entity/Q1699	Nesta Carter
http://www.wikidata.org/entity/Q1702	Stephen Kiprotich
http://www.wikidata.org/entity/Q1704	Abel Kirui
http://www.wikidata.org/entity/Q1705	Wilson Kipsang Kiprotich
http://www.wikidata.org/entity/Q1708	Chen Ding
http://www.wikidata.org/entity/Q1712	Erick Barrondo
http://www.wikidata.org/entity/Q1716	Renaud Séchan
http://www.wikidata.org/entity/Q1717	Sergey Kirdyapkin
http://www.wikidata.org/entity/Q1728	Jared Tallent
http://www.wikidata.org/entity/Q1732	Ivan Ukhov
http://www.wikidata.org/entity/Q1736	Erik Kynard
http://www.wikidata.org/entity/Q1738	Robert Grabarz
http://www.wikidata.org/entity/Q1739	Mutaz Essa Barshim
http://www.wikidata.org/entity/Q1740	Sasuke Uchiha
http://www.wikidata.org/entity/Q1742	Renaud Lavillenie
http://www.wikidata.org/entity/Q1743	Björn Otto
http://www.wikidata.org/entity/Q1745	Greg Rutherford
http://www.wikidata.org/entity/Q1747	Mitchell Watt
http://www.wikidata.org/entity/Q1750	Will Claye
http://www.wikidata.org/entity/Q1751	Christian Taylor
http://www.wikidata.org/entity/Q1752	Macrinus
http://www.wikidata.org/entity/Q1753	Fabrizio Donato
http://www.wikidata.org/entity/Q1755	Tomasz Majewski
http://www.wikidata.org/entity/Q1758	David Storl
http://www.wikidata.org/entity/Q1760	Reese Hoffa
http://www.wikidata.org/entity/Q1762	Elagabalus
http://www.wikidata.org/entity/Q1766	Robert Harting
http://www.wikidata.org/entity/Q1767	Kakashi Hatake
http://www.wikidata.org/entity/Q1769	Alexander Severus
http://www.wikidata.org/entity/Q1771	Ehsan Hadadi
http://www.wikidata.org/entity/Q1776	Gerd Kanter
http://www.wikidata.org/entity/Q1777	Maximinus Thrax
http://www.wikidata.org/entity/Q1778	Krisztián Pars
http://www.wikidata.org/entity/Q1779	Louis Armstrong
http://www.wikidata.org/entity/Q1782	Gordian I
http://www.wikidata.org/entity/Q1783	Primož Kozmus
http://www.wikidata.org/entity/Q1784	Koji Murofushi
http://www.wikidata.org/entity/Q1785	Charles Aznavour
http://www.wikidata.org/entity/Q1786	Jan I Carondelet
http://www.wikidata.org/entity/Q1787	Keshorn Walcott
http://www.wikidata.org/entity/Q1788	Claude I Carondelet
http://www.wikidata.org/entity/Q1789	Ashton Eaton
http://www.wikidata.org/entity/Q1791	Jan II Carondelet
http://www.wikidata.org/entity/Q1793	Trey Hardee
http://www.wikidata.org/entity/Q1796	Leonel Suárez
http://www.wikidata.org/entity/Q1797	Pupienus
http://www.wikidata.org/entity/Q1798	Ferry Carondelet
http://www.wikidata.org/entity/Q1802	Daniel Balavoine
http://www.wikidata.org/entity/Q1803	Gordian II
http://www.wikidata.org/entity/Q1805	Balbinus
http://www.wikidata.org/entity/Q1812	Gordian III
http://www.wikidata.org/entity/Q1817	Philip the Arab
http://www.wikidata.org/entity/Q1830	Decius
http://www.wikidata.org/entity/Q1835	Zinedine Zidane
http://www.wikidata.org/entity/Q1839	Laurent Blanc
http://www.wikidata.org/entity/Q1868	Paul Otlet
http://www.wikidata.org/entity/Q1878	Michael Schmidt-Salomon
http://www.wikidata.org/entity/Q1879	Corentin Martins
http://www.wikidata.org/entity/Q1883	Sabri Lamouchi
http://www.wikidata.org/entity/Q1885	Jürgen Locadia
http://www.wikidata.org/entity/Q1894	Memphis Depay
http://www.wikidata.org/entity/Q1907	Hugo Lloris
http://www.wikidata.org/entity/Q1908	Mathieu Debuchy
http://www.wikidata.org/entity/Q1909	Adil Rami
http://www.wikidata.org/entity/Q1910	Yohan Cabaye
http://www.wikidata.org/entity/Q1911	Olivier Giroud
http://www.wikidata.org/entity/Q1912	Karim Benzema
http://www.wikidata.org/entity/Q1913	Florent Malouda
http://www.wikidata.org/entity/Q1915	Laurent Koscielny
http://www.wikidata.org/entity/Q1916	Patrice Evra
http://www.wikidata.org/entity/Q1917	Philippe Mexès
http://www.wikidata.org/entity/Q1918	Franck Ribéry
http://www.wikidata.org/entity/Q1919	Mathieu Valbuena
http://www.wikidata.org/entity/Q1920	Samir Nasri
http://www.wikidata.org/entity/Q1921	Blaise Matuidi
http://www.wikidata.org/entity/Q1922	Anthony Réveillère
http://www.wikidata.org/entity/Q1923	Jérémy Ménez
http://www.wikidata.org/entity/Q1924	Steve Mandanda
http://www.wikidata.org/entity/Q1925	Yann M'Vila
http://www.wikidata.org/entity/Q1926	Alou Diarra
http://www.wikidata.org/entity/Q1927	Marvin Martin
http://www.wikidata.org/entity/Q1928	Hatem Ben Arfa
http://www.wikidata.org/entity/Q1929	Gaël Clichy
http://www.wikidata.org/entity/Q1931	Cédric Carrasso
http://www.wikidata.org/entity/Q1934	Sidney Govou
http://www.wikidata.org/entity/Q1935	Éric Abidal
http://www.wikidata.org/entity/Q1936	Djibril Cissé
http://www.wikidata.org/entity/Q1937	William Gallas
http://www.wikidata.org/entity/Q1938	Bacary Sagna
http://www.wikidata.org/entity/Q1939	Nicolas Anelka
http://www.wikidata.org/entity/Q1940	André-Pierre Gignac
http://www.wikidata.org/entity/Q1942	Sébastien Squillaci
http://www.wikidata.org/entity/Q1943	Abou Diaby
http://www.wikidata.org/entity/Q1944	Jérémy Toulalan
http://www.wikidata.org/entity/Q1945	Benjamin Raich
http://www.wikidata.org/entity/Q1950	Alberto Tomba
http://www.wikidata.org/entity/Q1955	Gustav Thöni
http://www.wikidata.org/entity/Q1956	Hermann Maier
http://www.wikidata.org/entity/Q1993	Masashi Kishimoto
http://www.wikidata.org/entity/Q2001	Stanley Kubrick
http://www.wikidata.org/entity/Q2010	Eiichiro Oda
http://www.wikidata.org/entity/Q2022	Cesare Pavese
http://www.wikidata.org/entity/Q2031	Marc Girardelli
http://www.wikidata.org/entity/Q2038	François Mitterrand
http://www.wikidata.org/entity/Q2039	Titus Livius
http://www.wikidata.org/entity/Q2040	Giuseppe Farina
http://www.wikidata.org/entity/Q2042	Charles de Gaulle
http://www.wikidata.org/entity/Q2054	Seneca
http://www.wikidata.org/entity/Q2069	Juan Manuel Fangio
http://www.wikidata.org/entity/Q2071	David Lynch
http://www.wikidata.org/entity/Q2072	Marcel Hirscher
http://www.wikidata.org/entity/Q2086	Alberto Ascari
http://www.wikidata.org/entity/Q2097	Kjetil André Aamodt
http://www.wikidata.org/entity/Q2098	Martial
http://www.wikidata.org/entity/Q2104	Mike Hawthorn
http://www.wikidata.org/entity/Q2105	Jacques Chirac
http://www.wikidata.org/entity/Q2116	Hans Schmidt
http://www.wikidata.org/entity/Q2124	Valéry Giscard d'Estaing
http://www.wikidata.org/entity/Q2125	Jack Brabham
http://www.wikidata.org/entity/Q2129	Bode Miller
http://www.wikidata.org/entity/Q2142	Son Gokú
http://www.wikidata.org/entity/Q2147	Giridharilal Kedia
http://www.wikidata.org/entity/Q2153	Subhas Chandra Bose
http://www.wikidata.org/entity/Q2161	Tacitus
http://www.wikidata.org/entity/Q2172	Lance Armstrong
http://www.wikidata.org/entity/Q2185	Georges Pompidou
http://www.wikidata.org/entity/Q2186	Romulus
http://www.wikidata.org/entity/Q2190	Coluche
http://www.wikidata.org/entity/Q2196	Pierre Desproges
http://www.wikidata.org/entity/Q2252	Buzz Aldrin
http://www.wikidata.org/entity/Q2253	Scipio Africanus
http://www.wikidata.org/entity/Q2263	Tom Hanks
http://www.wikidata.org/entity/Q2274	Chet Baker
http://www.wikidata.org/entity/Q2281	Sauron
http://www.wikidata.org/entity/Q2291	Totò
http://www.wikidata.org/entity/Q2307	Scipio Aemilianus
http://www.wikidata.org/entity/Q2327	Emil Sayfutdinov
http://www.wikidata.org/entity/Q2330	Nicki Pedersen
http://www.wikidata.org/entity/Q2339	Robin van Persie
http://www.wikidata.org/entity/Q2489	John Doggett
http://www.wikidata.org/entity/Q2492	Konrad Adenauer
http://www.wikidata.org/entity/Q2494	Benedict XVI
http://www.wikidata.org/entity/Q2496	Ludwig Erhard
http://www.wikidata.org/entity/Q2512	Kurt Georg Kiesinger
http://www.wikidata.org/entity/Q2514	Willy Brandt
http://www.wikidata.org/entity/Q2516	Helmut Schmidt
http://www.wikidata.org/entity/Q2518	Helmut Kohl
http://www.wikidata.org/entity/Q2530	Gerhard Schröder
http://www.wikidata.org/entity/Q2538	Joachim Gauck
http://www.wikidata.org/entity/Q2540	Christian Wulff
http://www.wikidata.org/entity/Q2542	Horst Köhler
http://www.wikidata.org/entity/Q2543	Mark Millar
http://www.wikidata.org/entity/Q2551	Johannes Rau
http://www.wikidata.org/entity/Q2563	Roman Herzog
http://www.wikidata.org/entity/Q2566	Isaac Brock
http://www.wikidata.org/entity/Q2567	Richard von Weizsäcker
http://www.wikidata.org/entity/Q2569	Karl Carstens
http://www.wikidata.org/entity/Q2570	John Romita Jr.
http://www.wikidata.org/entity/Q2571	Walter Scheel
http://www.wikidata.org/entity/Q2573	Gustav Heinemann
http://www.wikidata.org/entity/Q2582	Heinrich Lübke
http://www.wikidata.org/entity/Q2593	Matthew Vaughn
http://www.wikidata.org/entity/Q2594	Theodor Heuss
http://www.wikidata.org/entity/Q2599	Paul McCartney
http://www.wikidata.org/entity/Q2601	Manfred Gerlach
http://www.wikidata.org/entity/Q2602	Egon Krenz
http://www.wikidata.org/entity/Q2604	Pius XII
http://www.wikidata.org/entity/Q2607	Erich Honecker
http://www.wikidata.org/entity/Q2610	Willi Stoph
http://www.wikidata.org/entity/Q2628	Walter Ulbricht
http://www.wikidata.org/entity/Q2632	Ringo Starr
http://www.wikidata.org/entity/Q2643	George Harrison
http://www.wikidata.org/entity/Q2646	Friedrich Ebert
http://www.wikidata.org/entity/Q2655	John Franklin
http://www.wikidata.org/entity/Q2667	Paul von Hindenburg
http://www.wikidata.org/entity/Q2673	Chuck Norris
http://www.wikidata.org/entity/Q2677	Wilhelm II
http://www.wikidata.org/entity/Q2680	Bruce Willis
http://www.wikidata.org/entity/Q2685	Arnold Schwarzenegger
http://www.wikidata.org/entity/Q2737	Louis de Funès
http://www.wikidata.org/entity/Q2738	Fox Mulder
http://www.wikidata.org/entity/Q2750	Bourvil
http://www.wikidata.org/entity/Q2754	Jaroslav Hašek
http://www.wikidata.org/entity/Q2757	Lech Kaczyński
http://www.wikidata.org/entity/Q2767	Daniel Morgan
http://www.wikidata.org/entity/Q2791	Geronimo
http://www.wikidata.org/entity/Q2808	Elton John
http://www.wikidata.org/entity/Q2831	Michael Jackson
http://www.wikidata.org/entity/Q2866	Alexander Lukashenko
http://www.wikidata.org/entity/Q2908	Antoine de Saint-Exupery
http://www.wikidata.org/entity/Q2972	Sir John Barrow, 1st Baronet
http://www.wikidata.org/entity/Q3008	Mike Oldfield
http://www.wikidata.org/entity/Q3034	Willoughby Newton
http://www.wikidata.org/entity/Q3036	Mack Wilberg
http://www.wikidata.org/entity/Q3044	Charlemagne
http://www.wikidata.org/entity/Q3048	Charles Maurras
http://www.wikidata.org/entity/Q3090	Guy Teissier
http://www.wikidata.org/entity/Q3098	Georg Henrik Lybecker
http://www.wikidata.org/entity/Q3099	Francis van Bossuit
http://www.wikidata.org/entity/Q3101	Patrick Ricard
http://www.wikidata.org/entity/Q3102	Francis Coventry
http://www.wikidata.org/entity/Q3112	Phil Hill
http://www.wikidata.org/entity/Q3121	Geoffrey Dear
http://www.wikidata.org/entity/Q3128	Graham Hill
http://www.wikidata.org/entity/Q3137	Jim Clark
http://www.wikidata.org/entity/Q3153	John Surtees
http://www.wikidata.org/entity/Q3165	Conrad Wahn
http://www.wikidata.org/entity/Q3166	Denny Hulme
http://www.wikidata.org/entity/Q3188	Jackie Stewart
http://www.wikidata.org/entity/Q3195	Geoffrey Arend
http://www.wikidata.org/entity/Q3197	Friedrich Wilhelm Grund
http://www.wikidata.org/entity/Q3205	William Terry
http://www.wikidata.org/entity/Q3234	Jochen Rindt
http://www.wikidata.org/entity/Q3239	James K. Gibson
http://www.wikidata.org/entity/Q3247	Allen Sheppard
http://www.wikidata.org/entity/Q3250	Tom Biss
http://www.wikidata.org/entity/Q3251	Elisha E. Meredith
http://www.wikidata.org/entity/Q3253	Henry P. Alexander
http://www.wikidata.org/entity/Q3260	Hubert Clifford
http://www.wikidata.org/entity/Q3271	Todd Russell Platts
http://www.wikidata.org/entity/Q3275	David Cairns
http://www.wikidata.org/entity/Q3285	Michael Shaw
http://www.wikidata.org/entity/Q3288	John Gregg
http://www.wikidata.org/entity/Q3291	Leonid Razvozzhayev
http://www.wikidata.org/entity/Q3295	Gilles-Éric Séralini
http://www.wikidata.org/entity/Q3300	Ernst Tiburzy
http://www.wikidata.org/entity/Q3301	Charles Martel
http://www.wikidata.org/entity/Q3321	Simon Lohet
http://www.wikidata.org/entity/Q3324	Rufus R. Jones
http://www.wikidata.org/entity/Q3335	George Orwell
